CustomerID,SalesOrderNumber,SalesAmount,OrderDate,,,,,,,,,,,,,
29261,SO45216,3578.27,7/23/2011,,,,,,,,,,,,,
27321,SO53227,28.99,2/23/2013,,,,,,,,,,,,,
11833,SO66916,59.49,9/23/2013,,,,,,,,,,,,,
15565,SO67183,2316.97,9/27/2013,,,,,,,,,,,,,
12363,SO67538,133.96,10/1/2013,,,,,,,,,,,,,
15046,SO73271,2364.98,12/17/2013,,,,,,,,,,,,,
18881,SO73753,2359.98,12/23/2013,,,,,,,,,,,,,
28805,SO44994,3578.27,6/25/2011,,,,,,,,,,,,,
21194,SO46900,2181.5625,1/25/2012,,,,,,,,,,,,,
12459,SO48816,2071.4196,7/2/2012,,,,,,,,,,,,,
17366,SO54448,39.98,3/15/2013,,,,,,,,,,,,,
11330,SO60337,2.29,6/17/2013,,,,,,,,,,,,,
26694,SO65550,2407.04,9/1/2013,,,,,,,,,,,,,
18280,SO71290,91.58,11/22/2013,,,,,,,,,,,,,
14639,SO44661,699.0982,5/15/2011,,,,,,,,,,,,,
21183,SO46743,2181.5625,1/5/2012,,,,,,,,,,,,,
17138,SO54905,59.98,3/23/2013,,,,,,,,,,,,,
12077,SO74799,29.99,1/18/2014,,,,,,,,,,,,,
22167,SO52530,123.98,2/10/2013,,,,,,,,,,,,,
17055,SO58337,769.49,5/20/2013,,,,,,,,,,,,,
22900,SO58123,539.99,5/16/2013,,,,,,,,,,,,,
12923,SO67619,2304.98,10/2/2013,,,,,,,,,,,,,
16311,SO51286,806.76,1/4/2013,,,,,,,,,,,,,
11226,SO55430,35,3/31/2013,,,,,,,,,,,,,
27639,SO62959,21.49,7/28/2013,,,,,,,,,,,,,
11593,SO43802,3578.27,1/21/2011,,,,,,,,,,,,,
11345,SO51224,2354.99,12/31/2012,,,,,,,,,,,,,
24611,SO51922,1218.98,1/29/2013,,,,,,,,,,,,,
28030,SO71205,2393.06,11/20/2013,,,,,,,,,,,,,
27459,SO68726,2503.03,10/19/2013,,,,,,,,,,,,,
26554,SO69810,68.97,11/1/2013,,,,,,,,,,,,,
18592,SO71981,2294.99,11/29/2013,,,,,,,,,,,,,
13095,SO73681,74.98,12/22/2013,,,,,,,,,,,,,
11284,SO52335,10.24,2/6/2013,,,,,,,,,,,,,
25666,SO59369,39.98,6/3/2013,,,,,,,,,,,,,
14147,SO63757,819.48,8/7/2013,,,,,,,,,,,,,
15437,SO70681,2.29,11/13/2013,,,,,,,,,,,,,
29248,SO52788,27.28,2/15/2013,,,,,,,,,,,,,
12502,SO65927,49.99,9/7/2013,,,,,,,,,,,,,
24182,SO67569,562.96,10/1/2013,,,,,,,,,,,,,
25030,SO49382,1000.4375,8/20/2012,,,,,,,,,,,,,
13887,SO49674,2443.35,9/10/2012,,,,,,,,,,,,,
17296,SO65023,63.97,8/27/2013,,,,,,,,,,,,,
25834,SO66843,27.28,9/22/2013,,,,,,,,,,,,,
15685,SO55866,2428.05,4/7/2013,,,,,,,,,,,,,
11989,SO63751,2384.07,8/6/2013,,,,,,,,,,,,,
13004,SO60640,24.99,6/22/2013,,,,,,,,,,,,,
11300,SO70767,59.48,11/14/2013,,,,,,,,,,,,,
18790,SO71084,1728.27,11/18/2013,,,,,,,,,,,,,
15575,SO50346,2071.4196,10/29/2012,,,,,,,,,,,,,
20037,SO51676,2595.95,1/27/2013,,,,,,,,,,,,,
24732,SO63642,99.57,8/5/2013,,,,,,,,,,,,,
18801,SO69715,1799.48,10/30/2013,,,,,,,,,,,,,
18959,SO69986,2341.46,11/3/2013,,,,,,,,,,,,,
12871,SO74906,33.98,1/21/2014,,,,,,,,,,,,,
29000,SO53021,7.28,2/20/2013,,,,,,,,,,,,,
28816,SO64695,27.28,8/21/2013,,,,,,,,,,,,,
23599,SO73215,42.93,12/16/2013,,,,,,,,,,,,,
20182,SO46427,3374.99,12/4/2011,,,,,,,,,,,,,
11429,SO66076,2433.04,9/9/2013,,,,,,,,,,,,,
25480,SO71085,1120.49,11/18/2013,,,,,,,,,,,,,
19651,SO74367,59.25,1/5/2014,,,,,,,,,,,,,
17040,SO58678,1760.47,5/26/2013,,,,,,,,,,,,,
27636,SO71611,2433.04,11/26/2013,,,,,,,,,,,,,
22058,SO72111,539.99,12/1/2013,,,,,,,,,,,,,
19949,SO45773,3578.27,9/27/2011,,,,,,,,,,,,,
15795,SO56967,43.98,4/29/2013,,,,,,,,,,,,,
15921,SO62295,2369.96,7/17/2013,,,,,,,,,,,,,
11500,SO64480,24.99,8/18/2013,,,,,,,,,,,,,
15917,SO73849,2384.07,12/24/2013,,,,,,,,,,,,,
18903,SO45177,3578.27,7/17/2011,,,,,,,,,,,,,
26017,SO52175,89.46,2/3/2013,,,,,,,,,,,,,
26774,SO54576,548.98,3/17/2013,,,,,,,,,,,,,
24971,SO69744,152.6,10/31/2013,,,,,,,,,,,,,
27277,SO50619,2071.4196,11/25/2012,,,,,,,,,,,,,
11176,SO54116,34.89,3/9/2013,,,,,,,,,,,,,
12229,SO58469,2344.26,5/23/2013,,,,,,,,,,,,,
26231,SO70830,1764.96,11/15/2013,,,,,,,,,,,,,
14055,SO64295,751.34,8/15/2013,,,,,,,,,,,,,
18854,SO73489,1754.98,12/19/2013,,,,,,,,,,,,,
28586,SO44423,3578.27,4/18/2011,,,,,,,,,,,,,
12065,SO55487,42.28,4/1/2013,,,,,,,,,,,,,
26747,SO68328,1155.48,10/13/2013,,,,,,,,,,,,,
26020,SO68520,1149.47,10/16/2013,,,,,,,,,,,,,
18714,SO60898,2.29,6/26/2013,,,,,,,,,,,,,
23286,SO62305,29.99,7/17/2013,,,,,,,,,,,,,
23454,SO67755,567.76,10/4/2013,,,,,,,,,,,,,
24601,SO73472,1700.99,12/19/2013,,,,,,,,,,,,,
29151,SO45097,3578.27,7/4/2011,,,,,,,,,,,,,
11634,SO54231,37.29,3/11/2013,,,,,,,,,,,,,
11456,SO45178,3399.99,7/17/2011,,,,,,,,,,,,,
18755,SO55059,56.97,3/26/2013,,,,,,,,,,,,,
25281,SO55086,1249.84,3/26/2013,,,,,,,,,,,,,
21241,SO57762,78.98,5/10/2013,,,,,,,,,,,,,
11821,SO63095,101.44,7/30/2013,,,,,,,,,,,,,
11276,SO70615,32.6,11/12/2013,,,,,,,,,,,,,
22080,SO71724,56.97,11/28/2013,,,,,,,,,,,,,
24995,SO54785,4.99,3/21/2013,,,,,,,,,,,,,
11200,SO54899,27.28,3/23/2013,,,,,,,,,,,,,
22991,SO59359,34.98,6/3/2013,,,,,,,,,,,,,
15501,SO49027,782.99,7/29/2012,,,,,,,,,,,,,
11172,SO57383,38.98,5/3/2013,,,,,,,,,,,,,
26333,SO57549,32.27,5/6/2013,,,,,,,,,,,,,
17983,SO67974,2378.96,10/8/2013,,,,,,,,,,,,,
15767,SO69990,2329.99,11/3/2013,,,,,,,,,,,,,
14677,SO57800,49.99,5/11/2013,,,,,,,,,,,,,
23538,SO62332,1754.98,7/17/2013,,,,,,,,,,,,,
23996,SO64053,562.96,8/11/2013,,,,,,,,,,,,,
14741,SO66684,889.47,9/19/2013,,,,,,,,,,,,,
18589,SO70864,1768.96,11/15/2013,,,,,,,,,,,,,
19485,SO72682,6.28,12/9/2013,,,,,,,,,,,,,
26247,SO46796,2049.0982,1/11/2012,,,,,,,,,,,,,
15767,SO51019,2049.0982,12/21/2012,,,,,,,,,,,,,
14982,SO55589,33.98,4/3/2013,,,,,,,,,,,,,
29064,SO60627,815.81,6/21/2013,,,,,,,,,,,,,
20684,SO62811,1729.97,7/25/2013,,,,,,,,,,,,,
15378,SO63310,69.99,7/31/2013,,,,,,,,,,,,,
12343,SO46844,2049.0982,1/17/2012,,,,,,,,,,,,,
15143,SO49915,2071.4196,9/29/2012,,,,,,,,,,,,,
28459,SO63092,21.49,7/30/2013,,,,,,,,,,,,,
21193,SO65543,1723.96,9/1/2013,,,,,,,,,,,,,
20098,SO68702,68.49,10/19/2013,,,,,,,,,,,,,
28411,SO53318,134.95,2/25/2013,,,,,,,,,,,,,
28064,SO44046,3578.27,2/23/2011,,,,,,,,,,,,,
26624,SO64940,777.34,8/25/2013,,,,,,,,,,,,,
17058,SO72736,53.99,12/10/2013,,,,,,,,,,,,,
18489,SO44921,3578.27,6/15/2011,,,,,,,,,,,,,
18718,SO54762,2457.33,3/20/2013,,,,,,,,,,,,,
11775,SO59385,2334.98,6/3/2013,,,,,,,,,,,,,
11203,SO68559,28.98,10/17/2013,,,,,,,,,,,,,
18655,SO71768,1735.98,11/28/2013,,,,,,,,,,,,,
25962,SO45026,3399.99,6/29/2011,,,,,,,,,,,,,
16497,SO59160,14.98,5/31/2013,,,,,,,,,,,,,
27343,SO61598,132.97,7/6/2013,,,,,,,,,,,,,
28664,SO44572,3578.27,5/1/2011,,,,,,,,,,,,,
16823,SO48144,2443.35,5/9/2012,,,,,,,,,,,,,
12402,SO58705,2391.96,5/27/2013,,,,,,,,,,,,,
14044,SO59453,2357.28,6/4/2013,,,,,,,,,,,,,
15264,SO65633,29.99,9/3/2013,,,,,,,,,,,,,
28888,SO73374,39.98,12/18/2013,,,,,,,,,,,,,
26990,SO56307,23.78,4/16/2013,,,,,,,,,,,,,
27818,SO74088,607.96,12/27/2013,,,,,,,,,,,,,
17120,SO58451,1735.98,5/22/2013,,,,,,,,,,,,,
23516,SO67136,599.47,9/26/2013,,,,,,,,,,,,,
19767,SO67920,94.48,10/7/2013,,,,,,,,,,,,,
18212,SO44663,3578.27,5/15/2011,,,,,,,,,,,,,
28107,SO52777,810.32,2/14/2013,,,,,,,,,,,,,
12097,SO60673,56.98,6/22/2013,,,,,,,,,,,,,
24086,SO67053,53.98,9/25/2013,,,,,,,,,,,,,
23402,SO53306,29.99,2/25/2013,,,,,,,,,,,,,
25676,SO57926,66.97,5/13/2013,,,,,,,,,,,,,
17212,SO71650,61.97,11/27/2013,,,,,,,,,,,,,
12730,SO73685,8.99,12/22/2013,,,,,,,,,,,,,
12140,SO64087,13.98,8/12/2013,,,,,,,,,,,,,
25823,SO64104,1188.46,8/12/2013,,,,,,,,,,,,,
14674,SO65403,49.99,8/30/2013,,,,,,,,,,,,,
11711,SO66959,58.98,9/24/2013,,,,,,,,,,,,,
22932,SO51462,1725.98,1/14/2013,,,,,,,,,,,,,
22435,SO58163,23.78,5/17/2013,,,,,,,,,,,,,
12123,SO47164,2049.0982,2/10/2012,,,,,,,,,,,,,
19409,SO52461,1183.47,2/8/2013,,,,,,,,,,,,,
24437,SO53127,2427.04,2/21/2013,,,,,,,,,,,,,
21072,SO54428,539.99,3/14/2013,,,,,,,,,,,,,
13251,SO56960,2322.28,4/29/2013,,,,,,,,,,,,,
13781,SO59366,69.97,6/3/2013,,,,,,,,,,,,,
17303,SO66024,88.46,9/9/2013,,,,,,,,,,,,,
11142,SO73185,120,12/16/2013,,,,,,,,,,,,,
13885,SO49172,2443.35,7/31/2012,,,,,,,,,,,,,
14546,SO74269,123.98,1/1/2014,,,,,,,,,,,,,
20864,SO48252,782.99,5/26/2012,,,,,,,,,,,,,
24669,SO52325,2419.06,2/5/2013,,,,,,,,,,,,,
22299,SO69365,567.27,10/28/2013,,,,,,,,,,,,,
18568,SO70930,1732.26,11/16/2013,,,,,,,,,,,,,
15337,SO71464,839.48,11/24/2013,,,,,,,,,,,,,
26740,SO49424,782.99,8/24/2012,,,,,,,,,,,,,
15505,SO60716,7.28,6/23/2013,,,,,,,,,,,,,
19619,SO62400,23.78,7/19/2013,,,,,,,,,,,,,
21155,SO66070,1155.48,9/9/2013,,,,,,,,,,,,,
20662,SO51183,1750.98,12/28/2012,,,,,,,,,,,,,
11324,SO52319,2366.96,2/5/2013,,,,,,,,,,,,,
11474,SO67115,49.97,9/26/2013,,,,,,,,,,,,,
17973,SO44231,699.0982,3/21/2011,,,,,,,,,,,,,
20875,SO58358,1735.98,5/21/2013,,,,,,,,,,,,,
22172,SO58572,750.74,5/24/2013,,,,,,,,,,,,,
17060,SO66323,53.99,9/14/2013,,,,,,,,,,,,,
14693,SO67871,39.98,10/6/2013,,,,,,,,,,,,,
11427,SO68806,2418.05,10/20/2013,,,,,,,,,,,,,
26378,SO68847,60.47,10/21/2013,,,,,,,,,,,,,
27918,SO71612,2420.34,11/26/2013,,,,,,,,,,,,,
24481,SO73237,1735.98,12/16/2013,,,,,,,,,,,,,
28960,SO74419,49.97,1/6/2014,,,,,,,,,,,,,
28061,SO44004,3578.27,2/16/2011,,,,,,,,,,,,,
20681,SO52086,9.99,2/1/2013,,,,,,,,,,,,,
25026,SO53411,6.28,2/27/2013,,,,,,,,,,,,,
14978,SO60334,630.94,6/17/2013,,,,,,,,,,,,,
26568,SO73846,1174.48,12/24/2013,,,,,,,,,,,,,
21772,SO66796,23.97,9/21/2013,,,,,,,,,,,,,
13963,SO57249,74.48,5/1/2013,,,,,,,,,,,,,
19781,SO58374,38.98,5/21/2013,,,,,,,,,,,,,
24965,SO60655,71.58,6/22/2013,,,,,,,,,,,,,
16932,SO65594,7.28,9/2/2013,,,,,,,,,,,,,
12817,SO70322,2344.26,11/8/2013,,,,,,,,,,,,,
25599,SO72839,1174.48,12/11/2013,,,,,,,,,,,,,
22975,SO45108,3578.27,7/6/2011,,,,,,,,,,,,,
15362,SO67631,2393.06,10/2/2013,,,,,,,,,,,,,
24872,SO54459,23.78,3/15/2013,,,,,,,,,,,,,
13096,SO68415,36.27,10/15/2013,,,,,,,,,,,,,
27336,SO56098,36.27,4/12/2013,,,,,,,,,,,,,
25428,SO59664,36.59,6/7/2013,,,,,,,,,,,,,
17528,SO70274,54.98,11/7/2013,,,,,,,,,,,,,
26651,SO48986,782.99,7/22/2012,,,,,,,,,,,,,
23321,SO49034,2443.35,7/30/2012,,,,,,,,,,,,,
22201,SO72704,2568.92,12/9/2013,,,,,,,,,,,,,
28857,SO44840,3578.27,6/5/2011,,,,,,,,,,,,,
19026,SO71170,75.97,11/20/2013,,,,,,,,,,,,,
12103,SO46319,3578.27,11/28/2011,,,,,,,,,,,,,
19504,SO50999,782.99,12/19/2012,,,,,,,,,,,,,
28004,SO56236,7.28,4/15/2013,,,,,,,,,,,,,
19434,SO60890,1151.76,6/25/2013,,,,,,,,,,,,,
22679,SO65464,611.96,8/31/2013,,,,,,,,,,,,,
21780,SO55762,77.92,4/6/2013,,,,,,,,,,,,,
13190,SO56998,2319.99,4/29/2013,,,,,,,,,,,,,
19690,SO59451,572.26,6/4/2013,,,,,,,,,,,,,
15168,SO66727,39.98,9/20/2013,,,,,,,,,,,,,
11109,SO51420,2476.96,1/11/2013,,,,,,,,,,,,,
12105,SO53856,2414.99,3/4/2013,,,,,,,,,,,,,
11505,SO55104,27.28,3/27/2013,,,,,,,,,,,,,
16709,SO62535,67.97,7/21/2013,,,,,,,,,,,,,
13849,SO48860,2181.5625,7/8/2012,,,,,,,,,,,,,
28333,SO52333,53.99,2/6/2013,,,,,,,,,,,,,
16727,SO59185,2451.3,5/31/2013,,,,,,,,,,,,,
16241,SO66284,69.99,9/13/2013,,,,,,,,,,,,,
25836,SO68041,34.89,10/9/2013,,,,,,,,,,,,,
21620,SO50326,2071.4196,10/28/2012,,,,,,,,,,,,,
16040,SO53811,64.97,3/3/2013,,,,,,,,,,,,,
12728,SO55852,59.98,4/7/2013,,,,,,,,,,,,,
14550,SO65911,48.97,9/7/2013,,,,,,,,,,,,,
12207,SO46582,3578.27,12/25/2011,,,,,,,,,,,,,
17142,SO58679,1728.27,5/26/2013,,,,,,,,,,,,,
17737,SO59312,29.99,6/2/2013,,,,,,,,,,,,,
15152,SO68862,2415.47,10/21/2013,,,,,,,,,,,,,
21922,SO70238,1120.49,11/6/2013,,,,,,,,,,,,,
19593,SO45505,3578.27,8/26/2011,,,,,,,,,,,,,
11945,SO46112,3578.27,10/29/2011,,,,,,,,,,,,,
20439,SO53259,14.98,2/24/2013,,,,,,,,,,,,,
19993,SO55807,1184.46,4/6/2013,,,,,,,,,,,,,
26838,SO52911,36.27,2/17/2013,,,,,,,,,,,,,
11510,SO57863,32.27,5/12/2013,,,,,,,,,,,,,
25044,SO58305,36.59,5/20/2013,,,,,,,,,,,,,
26920,SO50142,782.99,10/22/2012,,,,,,,,,,,,,
26040,SO48924,2443.35,7/15/2012,,,,,,,,,,,,,
18078,SO55127,71.97,3/27/2013,,,,,,,,,,,,,
11641,SO56077,69.97,4/12/2013,,,,,,,,,,,,,
13971,SO49016,2049.0982,7/27/2012,,,,,,,,,,,,,
22452,SO65326,1735.98,8/29/2013,,,,,,,,,,,,,
26024,SO67890,1169.46,10/6/2013,,,,,,,,,,,,,
13002,SO71158,101.96,11/20/2013,,,,,,,,,,,,,
14368,SO74672,85.48,1/14/2014,,,,,,,,,,,,,
16131,SO70119,166.28,11/5/2013,,,,,,,,,,,,,
11937,SO46111,3578.27,10/29/2011,,,,,,,,,,,,,
11303,SO53235,2297.28,2/23/2013,,,,,,,,,,,,,
11566,SO56253,7.28,4/15/2013,,,,,,,,,,,,,
14161,SO70009,539.99,11/3/2013,,,,,,,,,,,,,
28757,SO48590,2071.4196,6/16/2012,,,,,,,,,,,,,
19001,SO54398,69.97,3/14/2013,,,,,,,,,,,,,
16831,SO64391,2329.98,8/17/2013,,,,,,,,,,,,,
23341,SO68019,561.48,10/8/2013,,,,,,,,,,,,,
27614,SO43770,3578.27,1/16/2011,,,,,,,,,,,,,
13770,SO44426,3578.27,4/19/2011,,,,,,,,,,,,,
14334,SO48996,1000.4375,7/24/2012,,,,,,,,,,,,,
15820,SO52135,71.97,2/2/2013,,,,,,,,,,,,,
15545,SO62260,39.98,7/16/2013,,,,,,,,,,,,,
11632,SO63510,39.98,8/3/2013,,,,,,,,,,,,,
17110,SO67377,39.98,9/29/2013,,,,,,,,,,,,,
20816,SO46525,3578.27,12/18/2011,,,,,,,,,,,,,
18128,SO56248,85.48,4/15/2013,,,,,,,,,,,,,
25763,SO74819,38.88,1/19/2014,,,,,,,,,,,,,
12340,SO56218,2318.96,4/14/2013,,,,,,,,,,,,,
15179,SO49983,2071.4196,10/6/2012,,,,,,,,,,,,,
19495,SO60668,38.98,6/22/2013,,,,,,,,,,,,,
11752,SO53410,77.96,2/27/2013,,,,,,,,,,,,,
19611,SO58819,2475.95,5/28/2013,,,,,,,,,,,,,
15415,SO64980,89.97,8/26/2013,,,,,,,,,,,,,
27073,SO66144,2384.07,9/10/2013,,,,,,,,,,,,,
18137,SO45615,699.0982,9/3/2011,,,,,,,,,,,,,
14967,SO46245,3578.27,11/15/2011,,,,,,,,,,,,,
18835,SO51945,78.98,1/29/2013,,,,,,,,,,,,,
13198,SO67225,14.98,9/28/2013,,,,,,,,,,,,,
12916,SO72526,29.99,12/7/2013,,,,,,,,,,,,,
15352,SO54910,69.99,3/23/2013,,,,,,,,,,,,,
26853,SO57672,786.33,5/8/2013,,,,,,,,,,,,,
11864,SO59581,7.95,6/6/2013,,,,,,,,,,,,,
20307,SO59778,119.98,6/9/2013,,,,,,,,,,,,,
26122,SO73434,64.97,12/19/2013,,,,,,,,,,,,,
15785,SO50785,2071.4196,11/29/2012,,,,,,,,,,,,,
27620,SO66840,88.97,9/22/2013,,,,,,,,,,,,,
11604,SO46719,2049.0982,1/3/2012,,,,,,,,,,,,,
13251,SO50379,2049.0982,11/1/2012,,,,,,,,,,,,,
17193,SO73985,59.98,12/26/2013,,,,,,,,,,,,,
25346,SO74564,114.96,1/11/2014,,,,,,,,,,,,,
13068,SO55791,633.96,4/6/2013,,,,,,,,,,,,,
24914,SO57301,1149.47,5/2/2013,,,,,,,,,,,,,
13429,SO59956,2405.47,6/11/2013,,,,,,,,,,,,,
23489,SO73882,34.98,12/25/2013,,,,,,,,,,,,,
25251,SO72192,39.98,12/3/2013,,,,,,,,,,,,,
21951,SO47500,2443.35,3/7/2012,,,,,,,,,,,,,
12296,SO58543,2294.99,5/24/2013,,,,,,,,,,,,,
22381,SO58222,29.48,5/18/2013,,,,,,,,,,,,,
27797,SO59137,1120.49,5/30/2013,,,,,,,,,,,,,
12483,SO66380,2319.99,9/15/2013,,,,,,,,,,,,,
18760,SO53421,54.98,2/27/2013,,,,,,,,,,,,,
28992,SO62421,78.98,7/19/2013,,,,,,,,,,,,,
15941,SO66054,2322.28,9/9/2013,,,,,,,,,,,,,
15717,SO70361,2362.27,11/8/2013,,,,,,,,,,,,,
20863,SO48269,782.99,5/27/2012,,,,,,,,,,,,,
13353,SO69767,2365.94,10/31/2013,,,,,,,,,,,,,
14150,SO52012,777.34,1/30/2013,,,,,,,,,,,,,
11882,SO52914,39.99,2/17/2013,,,,,,,,,,,,,
11007,SO54705,2419.06,3/19/2013,,,,,,,,,,,,,
23096,SO56965,7.28,4/29/2013,,,,,,,,,,,,,
14343,SO57286,839.48,5/1/2013,,,,,,,,,,,,,
27249,SO53202,28.99,2/23/2013,,,,,,,,,,,,,
20653,SO63492,1155.48,8/2/2013,,,,,,,,,,,,,
21570,SO69300,2523.92,10/27/2013,,,,,,,,,,,,,
12038,SO57434,2.29,5/4/2013,,,,,,,,,,,,,
25561,SO44471,699.0982,4/28/2011,,,,,,,,,,,,,
28797,SO44682,3578.27,5/19/2011,,,,,,,,,,,,,
12994,SO47940,2071.4196,4/27/2012,,,,,,,,,,,,,
12314,SO49330,2071.4196,8/16/2012,,,,,,,,,,,,,
16799,SO51607,1700.99,1/23/2013,,,,,,,,,,,,,
16936,SO52944,63.97,2/18/2013,,,,,,,,,,,,,
28302,SO53943,78.98,3/6/2013,,,,,,,,,,,,,
17406,SO67720,7.28,10/4/2013,,,,,,,,,,,,,
20492,SO52047,71.97,1/31/2013,,,,,,,,,,,,,
21367,SO53075,7.28,2/21/2013,,,,,,,,,,,,,
25813,SO54979,26.97,3/25/2013,,,,,,,,,,,,,
24039,SO59505,1700.99,6/5/2013,,,,,,,,,,,,,
19492,SO63527,6.28,8/3/2013,,,,,,,,,,,,,
20990,SO46554,3578.27,12/21/2011,,,,,,,,,,,,,
13353,SO47288,2181.5625,2/22/2012,,,,,,,,,,,,,
23635,SO52224,2452.34,2/4/2013,,,,,,,,,,,,,
25783,SO53429,4.99,2/27/2013,,,,,,,,,,,,,
24618,SO60061,32.6,6/13/2013,,,,,,,,,,,,,
26803,SO62894,88.97,7/27/2013,,,,,,,,,,,,,
27754,SO64742,23.78,8/22/2013,,,,,,,,,,,,,
11215,SO73124,24.99,12/15/2013,,,,,,,,,,,,,
18140,SO47271,1000.4375,2/21/2012,,,,,,,,,,,,,
11519,SO57318,49.99,5/2/2013,,,,,,,,,,,,,
13488,SO60009,141.98,6/12/2013,,,,,,,,,,,,,
15694,SO66402,7.28,9/15/2013,,,,,,,,,,,,,
18735,SO53710,2443.35,3/1/2013,,,,,,,,,,,,,
13407,SO58637,2478.04,5/25/2013,,,,,,,,,,,,,
27384,SO59598,78.98,6/6/2013,,,,,,,,,,,,,
24543,SO60723,53.98,6/23/2013,,,,,,,,,,,,,
23582,SO67469,628.97,9/30/2013,,,,,,,,,,,,,
12062,SO74626,49.99,1/13/2014,,,,,,,,,,,,,
18463,SO44916,3578.27,6/14/2011,,,,,,,,,,,,,
11431,SO54149,2364.98,3/10/2013,,,,,,,,,,,,,
24730,SO58156,39.98,5/17/2013,,,,,,,,,,,,,
18921,SO63024,94.48,7/29/2013,,,,,,,,,,,,,
17884,SO63526,29.98,8/3/2013,,,,,,,,,,,,,
19349,SO65981,69.97,9/8/2013,,,,,,,,,,,,,
19994,SO69835,539.99,11/1/2013,,,,,,,,,,,,,
21951,SO70752,2479.94,11/14/2013,,,,,,,,,,,,,
15079,SO48675,2181.5625,6/24/2012,,,,,,,,,,,,,
18331,SO71072,1174.48,11/18/2013,,,,,,,,,,,,,
26561,SO48560,782.99,6/12/2012,,,,,,,,,,,,,
16494,SO73241,2382.93,12/16/2013,,,,,,,,,,,,,
26296,SO47134,2071.4196,2/5/2012,,,,,,,,,,,,,
28065,SO43936,3578.27,2/2/2011,,,,,,,,,,,,,
13080,SO48123,2049.0982,5/5/2012,,,,,,,,,,,,,
11023,SO52912,115.96,2/17/2013,,,,,,,,,,,,,
29005,SO53892,69.99,3/5/2013,,,,,,,,,,,,,
13456,SO59117,2400.95,5/30/2013,,,,,,,,,,,,,
17699,SO61395,67.93,7/2/2013,,,,,,,,,,,,,
15100,SO61668,2351.96,7/7/2013,,,,,,,,,,,,,
16511,SO62205,7.28,7/15/2013,,,,,,,,,,,,,
11414,SO45428,3399.99,8/13/2011,,,,,,,,,,,,,
14328,SO54986,62.98,3/25/2013,,,,,,,,,,,,,
12185,SO56228,7.95,4/15/2013,,,,,,,,,,,,,
26229,SO69240,2419.06,10/26/2013,,,,,,,,,,,,,
15353,SO55064,130.56,3/26/2013,,,,,,,,,,,,,
21283,SO56190,124.94,4/14/2013,,,,,,,,,,,,,
20103,SO57451,103.48,5/4/2013,,,,,,,,,,,,,
21900,SO59297,69.97,6/2/2013,,,,,,,,,,,,,
14253,SO48426,1000.4375,6/1/2012,,,,,,,,,,,,,
25746,SO55028,561.48,3/25/2013,,,,,,,,,,,,,
24906,SO55615,61.96,4/4/2013,,,,,,,,,,,,,
12112,SO54647,2351.96,3/18/2013,,,,,,,,,,,,,
29221,SO61474,742.35,7/3/2013,,,,,,,,,,,,,
11922,SO62437,128.97,7/19/2013,,,,,,,,,,,,,
26555,SO64260,27.28,8/15/2013,,,,,,,,,,,,,
14913,SO68658,834.46,10/18/2013,,,,,,,,,,,,,
12932,SO69245,8.99,10/27/2013,,,,,,,,,,,,,
17621,SO64607,1732.26,8/19/2013,,,,,,,,,,,,,
25505,SO66398,38.98,9/15/2013,,,,,,,,,,,,,
11262,SO69033,38.98,10/24/2013,,,,,,,,,,,,,
25789,SO72760,25.48,12/10/2013,,,,,,,,,,,,,
12240,SO59392,564.99,6/3/2013,,,,,,,,,,,,,
14181,SO61035,2319.99,6/28/2013,,,,,,,,,,,,,
11091,SO63636,25.48,8/5/2013,,,,,,,,,,,,,
23423,SO49206,2181.5625,8/3/2012,,,,,,,,,,,,,
17093,SO49386,2181.5625,8/21/2012,,,,,,,,,,,,,
27215,SO68844,64.47,10/21/2013,,,,,,,,,,,,,
27236,SO70391,33.98,11/9/2013,,,,,,,,,,,,,
17311,SO74791,8.99,1/18/2014,,,,,,,,,,,,,
11957,SO52617,48.97,2/12/2013,,,,,,,,,,,,,
11973,SO54170,74.98,3/10/2013,,,,,,,,,,,,,
13256,SO54975,620.46,3/24/2013,,,,,,,,,,,,,
27211,SO49991,2071.4196,10/8/2012,,,,,,,,,,,,,
19763,SO51368,574.98,1/8/2013,,,,,,,,,,,,,
23822,SO57496,37.27,5/5/2013,,,,,,,,,,,,,
18034,SO58385,63.97,5/21/2013,,,,,,,,,,,,,
14235,SO68397,1283.82,10/14/2013,,,,,,,,,,,,,
12166,SO69039,34.98,10/24/2013,,,,,,,,,,,,,
18697,SO44941,3578.27,6/18/2011,,,,,,,,,,,,,
28008,SO62707,7.28,7/24/2013,,,,,,,,,,,,,
17984,SO68348,2389.98,10/14/2013,,,,,,,,,,,,,
21733,SO73132,14.98,12/15/2013,,,,,,,,,,,,,
11332,SO45917,3399.99,10/15/2011,,,,,,,,,,,,,
11416,SO52109,2329.98,2/2/2013,,,,,,,,,,,,,
17456,SO60004,4.99,6/12/2013,,,,,,,,,,,,,
24575,SO72680,4.99,12/9/2013,,,,,,,,,,,,,
11409,SO50533,2049.0982,11/17/2012,,,,,,,,,,,,,
17698,SO57447,68.97,5/4/2013,,,,,,,,,,,,,
14473,SO50868,1000.4375,12/7/2012,,,,,,,,,,,,,
12871,SO70421,14.98,11/9/2013,,,,,,,,,,,,,
28339,SO44395,3578.27,4/12/2011,,,,,,,,,,,,,
12335,SO48545,2049.0982,6/11/2012,,,,,,,,,,,,,
